,Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
38,12399.0,20,3,853.65,4,3,3,433,Potential Loyalists
39,12400.0,49,1,205.25,3,1,1,311,At Risk
40,12402.0,27,6,1044.05,4,4,4,444,Loyal Customers
41,12403.0,156,1,591.6600000000001,2,1,3,213,At Risk
42,12404.0,317,1,63.24,1,1,1,111,At Risk
43,12406.0,23,4,3158.66,4,3,5,435,Potential Loyalists
44,12408.0,14,5,1467.37,5,4,4,544,Potential Loyalists
45,12409.0,55,6,12659.7,3,4,5,345,Potential Loyalists
46,12410.0,137,1,320.38,2,1,2,212,At Risk
47,12411.0,44,1,346.9,3,1,2,312,At Risk
48,12412.0,37,5,1385.95,3,4,4,344,Potential Loyalists
49,12413.0,37,1,241.35,3,1,1,311,At Risk
50,12414.0,98,5,650.0,2,4,3,243,Needing Attention
51,12415.0,10,7,19543.84,5,4,5,545,Potential Loyalists
52,12416.0,291,1,202.56,1,1,1,111,At Risk
53,12417.0,36,15,3206.21,3,5,5,355,Potential Loyalists
54,12418.0,48,4,1356.87,3,3,4,334,Potential Loyalists
55,12419.0,20,2,503.01,4,2,2,422,Needing Attention
56,12421.0,50,3,296.56,3,3,2,332,Needing Attention
57,12422.0,29,18,5540.6900000000005,4,5,5,455,Loyal Customers
58,12423.0,22,2,763.08,4,2,3,423,Needing Attention
59,12424.0,57,5,1629.32,3,4,4,344,Potential Loyalists
60,12425.0,65,2,1024.81,3,2,4,324,Needing Attention
61,12426.0,281,2,796.28,1,2,3,123,At Risk
62,12427.0,6,1,303.5,5,1,2,512,At Risk
63,12429.0,0,6,3785.91,5,4,5,545,Potential Loyalists
64,12431.0,8,16,4438.02,5,5,5,555,Champions
65,12433.0,1,6,7357.79,5,4,5,545,Potential Loyalists
66,12434.0,16,1,297.29,4,1,2,412,At Risk
67,12435.0,31,4,6096.04,4,3,5,435,Potential Loyalists
68,12437.0,28,28,7965.79,4,5,5,455,Loyal Customers
69,12439.0,317,3,1211.88,1,3,4,134,At Risk
70,12440.0,92,3,950.25,2,3,3,233,Needing Attention
71,12441.0,1,1,173.55,5,1,1,511,At Risk
72,12443.0,367,1,485.31,1,1,2,112,At Risk
73,12445.0,35,2,310.08000000000004,3,2,2,322,Needing Attention
74,12449.0,45,2,768.6,3,2,3,323,Needing Attention
75,12450.0,34,5,511.57,4,4,3,443,Potential Loyalists
76,12451.0,98,4,3655.71,2,3,5,235,Needing Attention
77,12454.0,30,7,22010.17,4,4,5,445,Loyal Customers
78,12455.0,80,4,3413.09,2,3,5,235,Needing Attention
79,12457.0,52,2,710.83,3,2,3,323,Needing Attention
80,12458.0,62,2,830.09,3,2,3,323,Needing Attention
81,12459.0,240,1,454.36,1,1,2,112,At Risk
82,12460.0,91,1,326.65,2,1,2,212,At Risk
83,12466.0,317,1,56.73,1,1,1,111,At Risk
84,12467.0,21,2,265.6,4,2,2,422,Needing Attention
85,12468.0,65,7,2981.89,3,4,5,345,Potential Loyalists
86,12469.0,157,2,3070.54,2,2,5,225,Needing Attention
87,12470.0,324,1,211.95,1,1,1,111,At Risk
88,12471.0,7,81,21071.79,5,5,5,555,Champions
89,12472.0,4,26,11889.75,5,5,5,555,Champions
90,12474.0,3,25,5247.34,5,5,5,555,Champions
91,12475.0,44,1,426.26,3,1,2,312,At Risk
92,12476.0,9,18,7428.9400000000005,5,5,5,555,Champions
93,12477.0,34,3,7056.63,4,3,5,435,Potential Loyalists
94,12480.0,34,4,2212.9700000000003,4,3,5,435,Potential Loyalists
95,12481.0,0,8,6903.97,5,5,5,555,Champions
96,12482.0,84,32,25489.27,2,5,5,255,Needing Attention
97,12483.0,13,14,2751.46,5,5,5,555,Champions
98,12484.0,112,8,1848.28,2,5,4,254,Needing Attention
99,12485.0,164,1,708.1,2,1,3,213,At Risk
100,12486.0,66,1,1037.28,3,1,4,314,At Risk
101,12487.0,365,2,310.79999999999995,1,2,2,122,At Risk
102,12490.0,13,12,4410.71,5,5,5,555,Champions
103,12492.0,38,1,452.0,3,1,2,312,At Risk
104,12494.0,0,5,649.37,5,4,3,543,Potential Loyalists
105,12495.0,269,2,391.4,1,2,2,122,At Risk
106,12496.0,255,2,54.09,1,2,1,121,At Risk
107,12497.0,35,3,5242.150000000001,3,3,5,335,Potential Loyalists
108,12499.0,195,1,393.72,1,1,2,112,At Risk
109,12500.0,70,12,1728.74,2,5,4,254,Needing Attention
110,12503.0,219,1,1126.0,1,1,4,114,At Risk
111,12504.0,52,2,297.0,3,2,2,322,Needing Attention
112,12505.0,28,2,997.9,4,2,3,423,Needing Attention
113,12507.0,219,1,539.25,1,1,3,113,At Risk
114,12510.0,94,14,5684.14,2,5,5,255,Needing Attention
115,12511.0,49,2,3102.27,3,2,5,325,Needing Attention
116,12514.0,276,1,580.08,1,1,3,113,At Risk
117,12516.0,65,2,1336.56,3,2,4,324,Needing Attention
118,12519.0,99,2,417.05,2,2,2,222,Needing Attention
119,12523.0,9,17,2689.48,5,5,5,555,Champions
120,12524.0,23,10,6675.14,4,5,5,455,Loyal Customers
121,12525.0,126,8,1112.28,2,5,4,254,Needing Attention
122,12527.0,129,2,386.8,2,2,2,222,Needing Attention
123,12529.0,157,2,321.18,2,2,2,222,Needing Attention
124,12530.0,44,7,2127.73,3,4,4,344,Potential Loyalists
125,12531.0,315,2,1842.1299999999999,1,2,4,124,At Risk
126,12533.0,253,6,1585.79,1,4,4,144,At Risk
127,12537.0,43,1,732.94,3,1,3,313,At Risk
128,12538.0,13,1,276.5,5,1,2,512,At Risk
129,12539.0,85,3,5646.400000000001,2,3,5,235,Needing Attention
130,12540.0,13,17,8910.25,5,5,5,555,Champions
131,12542.0,119,4,540.38,2,3,3,233,Needing Attention
132,12543.0,83,1,980.25,2,1,3,213,At Risk
133,12547.0,135,1,175.78,2,1,1,211,At Risk
134,12549.0,210,6,1575.68,1,4,4,144,At Risk
135,12553.0,20,3,936.37,4,3,3,433,Potential Loyalists
136,12554.0,83,1,468.5,2,1,2,212,At Risk
137,12555.0,317,1,129.23,1,1,1,111,At Risk
138,12557.0,6,4,6725.18,5,3,5,535,Potential Loyalists
139,12562.0,20,2,1185.18,4,2,4,424,Needing Attention
140,12563.0,43,1,249.24,3,1,1,311,At Risk
141,12567.0,2,8,4338.28,5,5,5,555,Champions
142,12568.0,279,1,70.0,1,1,1,111,At Risk
143,12570.0,317,1,77.52,1,1,1,111,At Risk
144,12573.0,16,4,556.87,4,3,3,433,Potential Loyalists
145,12575.0,92,2,622.8199999999999,2,2,3,223,Needing Attention
146,12576.0,27,5,876.89,4,4,3,443,Potential Loyalists
147,12577.0,16,5,995.9499999999999,4,4,3,443,Potential Loyalists
148,12578.0,20,3,1876.79,4,3,4,434,Potential Loyalists
149,12580.0,211,1,637.2,1,1,3,113,At Risk
150,12582.0,57,2,1469.04,3,2,4,324,Needing Attention
151,12583.0,8,14,7174.5599999999995,5,5,5,555,Champions
152,12586.0,3,4,1882.73,5,3,4,534,Potential Loyalists
153,12588.0,34,4,763.6800000000001,4,3,3,433,Potential Loyalists
154,12589.0,49,9,5650.47,3,5,5,355,Potential Loyalists
155,12590.0,136,2,7.9,2,2,1,221,At Risk
156,12591.0,25,2,899.3,4,2,3,423,Needing Attention
157,12592.0,154,6,3575.1,2,4,5,245,Needing Attention
158,12594.0,13,6,1779.49,5,4,4,544,Potential Loyalists
159,12595.0,139,1,299.02,2,1,2,212,At Risk
160,12598.0,70,6,1610.03,2,4,4,244,Needing Attention
161,12599.0,16,6,1264.14,4,4,4,444,Loyal Customers
162,12600.0,6,16,2515.01,5,5,5,555,Champions
163,12601.0,39,1,104.19999999999999,3,1,1,311,At Risk
164,12605.0,0,5,1240.45,5,4,4,544,Potential Loyalists
165,12606.0,317,1,21.0,1,1,1,111,At Risk
166,12608.0,39,1,415.79,3,1,2,312,At Risk
167,12609.0,9,7,2327.01,5,4,5,545,Potential Loyalists
168,12613.0,23,7,3608.84,4,4,5,445,Loyal Customers
169,12615.0,48,7,3625.89,3,4,5,345,Potential Loyalists
170,12616.0,17,2,447.5,4,2,2,422,Needing Attention
171,12619.0,195,1,140.14,1,1,1,111,At Risk
172,12621.0,0,22,11205.04,5,5,5,555,Champions
173,12623.0,51,8,3550.7400000000002,3,5,5,355,Potential Loyalists
174,12625.0,144,2,2481.06,2,2,5,225,Needing Attention
175,12629.0,20,2,1558.22,4,2,4,424,Needing Attention
176,12631.0,66,6,2870.37,3,4,5,345,Potential Loyalists
177,12632.0,155,4,870.88,2,3,3,233,Needing Attention
178,12633.0,17,5,3573.7799999999997,4,4,5,445,Loyal Customers
179,12634.0,170,2,490.0,2,2,2,222,Needing Attention
180,12635.0,27,2,1241.23,4,2,4,424,Needing Attention
181,12636.0,373,1,141.0,1,1,1,111,At Risk
182,12637.0,13,4,2318.41,5,3,5,535,Potential Loyalists
183,12638.0,274,1,249.8,1,1,2,112,At Risk
184,12639.0,69,2,826.27,3,2,3,323,Needing Attention
185,12643.0,20,8,5475.3,4,5,5,455,Loyal Customers
186,12644.0,65,5,1543.53,3,4,4,344,Potential Loyalists
187,12645.0,44,5,1784.52,3,4,4,344,Potential Loyalists
188,12647.0,2,35,14390.19,5,5,5,555,Champions
189,12648.0,69,4,808.95,3,3,3,333,Potential Loyalists
190,12649.0,0,7,1707.29,5,4,4,544,Potential Loyalists
191,12651.0,13,4,276.2,5,3,2,532,Needing Attention
192,12652.0,69,1,97.05000000000001,3,1,1,311,At Risk
193,12653.0,161,1,1950.98,2,1,4,214,At Risk
194,12655.0,58,1,261.35,3,1,2,312,At Risk
195,12656.0,60,4,2375.26,3,3,5,335,Potential Loyalists
196,12661.0,71,1,162.0,2,1,1,211,At Risk
197,12662.0,8,11,3144.39,5,5,5,555,Champions
198,12663.0,259,3,274.8,1,3,2,132,At Risk
199,12664.0,149,2,1188.16,2,2,4,224,Needing Attention
200,12665.0,52,3,261.5,3,3,2,332,Needing Attention
201,12666.0,29,1,1248.42,4,1,4,414,At Risk
202,12668.0,13,6,7637.53,5,4,5,545,Potential Loyalists
203,12670.0,20,2,764.24,4,2,3,423,Needing Attention
204,12671.0,241,1,2622.481,1,1,5,115,At Risk
205,12672.0,224,2,237.70000000000002,1,2,1,121,At Risk
206,12673.0,36,1,619.5,3,1,3,313,At Risk
207,12675.0,188,4,982.2,1,3,3,133,At Risk
208,12676.0,43,6,1581.7,3,4,4,344,Potential Loyalists
209,12677.0,190,3,400.9,1,3,2,132,At Risk
210,12678.0,10,10,17042.57,5,5,5,555,Champions
211,12681.0,2,30,17287.31,5,5,5,555,Champions
212,12682.0,0,24,11833.79,5,5,5,555,Champions
213,12683.0,0,9,4242.91,5,5,5,555,Champions
214,12686.0,6,1,89.14,5,1,1,511,At Risk
215,12687.0,115,2,2138.91,2,2,4,224,Needing Attention
216,12691.0,55,1,134.6,3,1,1,311,At Risk
217,12692.0,272,1,110.95,1,1,1,111,At Risk
218,12693.0,31,5,884.76,4,4,3,443,Potential Loyalists
219,12694.0,50,2,977.5799999999999,3,2,3,323,Needing Attention
220,12695.0,163,3,825.02,2,3,3,233,Needing Attention
221,12696.0,69,3,902.67,3,3,3,333,Potential Loyalists
222,12698.0,225,1,339.75,1,1,2,112,At Risk
223,12699.0,52,1,638.11,3,1,3,313,At Risk
224,12701.0,164,4,1648.7,2,3,4,234,Needing Attention
225,12703.0,268,5,828.48,1,4,3,143,At Risk
226,12705.0,9,8,5047.86,5,5,5,555,Champions
227,12706.0,317,1,91.89,1,1,1,111,At Risk
228,12708.0,3,15,2700.54,5,5,5,555,Champions
229,12709.0,1,30,21695.13,5,5,5,555,Champions
230,12711.0,246,2,1339.05,1,2,4,124,At Risk
231,12712.0,0,14,2857.03,5,5,5,555,Champions
232,12714.0,23,7,9384.85,4,4,5,445,Loyal Customers
233,12717.0,225,1,277.93,1,1,2,112,At Risk
234,12720.0,4,13,2623.2799999999997,5,5,5,555,Champions
235,12721.0,0,4,1436.2,5,3,4,534,Potential Loyalists
236,12724.0,18,3,1286.11,4,3,4,434,Potential Loyalists
237,12725.0,6,4,2266.76,5,3,5,535,Potential Loyalists
238,12726.0,22,4,1405.5,4,3,4,434,Potential Loyalists
239,12727.0,77,3,1698.8300000000002,2,3,4,234,Needing Attention
240,12728.0,18,1,233.84,4,1,1,411,At Risk
241,12730.0,156,1,829.25,2,1,3,213,At Risk
242,12731.0,77,5,6879.8,2,4,5,245,Needing Attention
243,12733.0,24,5,2138.97,4,4,4,444,Loyal Customers
244,12734.0,9,2,529.25,5,2,3,523,Needing Attention
245,12737.0,133,2,3710.5,2,2,5,225,Needing Attention
246,12738.0,7,1,155.35,5,1,1,511,At Risk
247,12739.0,20,2,1713.69,4,2,4,424,Needing Attention
248,12741.0,164,2,406.07,2,2,2,222,Needing Attention
249,12742.0,234,2,1218.02,1,2,4,124,At Risk
250,12744.0,94,4,4037.77,2,3,5,235,Needing Attention
251,12745.0,121,3,925.41,2,3,3,233,Needing Attention
252,12746.0,162,3,278.25,2,3,2,232,Needing Attention
253,12747.0,4,22,5192.48,5,5,5,555,Champions
254,12748.0,0,159,24861.29,5,5,5,555,Champions
255,12749.0,20,8,3152.67,4,5,5,455,Loyal Customers
256,12751.0,79,1,268.27,2,1,2,212,At Risk
257,12755.0,0,19,6234.2699999999995,5,5,5,555,Champions
258,12758.0,94,6,7235.89,2,4,5,245,Needing Attention
259,12759.0,21,5,3489.3,4,4,5,445,Loyal Customers
260,12760.0,90,1,347.8,2,1,2,212,At Risk
261,12761.0,92,2,782.95,2,2,3,223,Needing Attention
262,12763.0,4,1,320.08,5,1,2,512,At Risk
263,12765.0,107,6,1404.58,2,4,4,244,Needing Attention
264,12766.0,1,5,3120.5,5,4,5,545,Potential Loyalists
265,12767.0,10,1,949.82,5,1,3,513,At Risk
266,12768.0,66,2,337.38000000000005,3,2,2,322,Needing Attention
267,12770.0,34,6,2165.5,4,4,4,444,Loyal Customers
268,12771.0,99,2,302.1,2,2,2,222,Needing Attention
269,12773.0,199,2,248.5,1,2,1,121,At Risk
270,12774.0,170,1,98.7,2,1,1,211,At Risk
271,12775.0,23,2,300.08,4,2,2,422,Needing Attention
272,12776.0,302,1,55.5,1,1,1,111,At Risk
273,12777.0,92,1,519.45,2,1,3,213,At Risk
274,12778.0,31,3,953.45,4,3,3,433,Potential Loyalists
275,12779.0,6,10,2943.7599999999998,5,5,5,555,Champions
276,12780.0,233,1,337.4,1,1,2,112,At Risk
277,12782.0,9,8,2321.92,5,5,5,555,Champions
278,12784.0,164,1,1230.33,2,1,4,214,At Risk
279,12785.0,170,3,803.3,2,3,3,233,Needing Attention
280,12786.0,244,1,728.5,1,1,3,113,At Risk
281,12787.0,48,2,401.52,3,2,2,322,Needing Attention
282,12788.0,98,4,444.9,2,3,2,232,Needing Attention
283,12789.0,147,2,181.5,2,2,1,221,At Risk
284,12790.0,42,2,295.33,3,2,2,322,Needing Attention
285,12791.0,8,8,1141.87,5,5,4,554,Potential Loyalists
286,12792.0,169,2,439.6,2,2,2,222,Needing Attention
287,12793.0,6,2,471.85,5,2,2,522,Needing Attention
288,12796.0,263,1,381.0,1,1,2,112,At Risk
289,12797.0,0,4,572.88,5,3,3,533,Potential Loyalists
290,12798.0,56,1,1533.8899999999999,3,1,4,314,At Risk
291,12799.0,164,1,219.35,2,1,1,211,At Risk
292,12800.0,105,3,584.25,2,3,3,233,Needing Attention
293,12801.0,112,2,1111.77,2,2,4,224,Needing Attention
294,12802.0,77,7,2039.84,2,4,4,244,Needing Attention
295,12803.0,28,1,1092.81,4,1,4,414,At Risk
296,12804.0,100,2,327.02,2,2,2,222,Needing Attention
297,12805.0,16,4,1434.95,4,3,4,434,Potential Loyalists
298,12806.0,70,4,2878.96,2,3,5,235,Needing Attention
299,12807.0,17,3,390.75,4,3,2,432,Needing Attention
300,12808.0,3,3,422.45,5,3,2,532,Needing Attention
301,12809.0,188,6,1312.28,1,4,4,144,At Risk
302,12810.0,169,2,534.99,2,2,3,223,Needing Attention
303,12811.0,13,2,519.05,5,2,3,523,Needing Attention
304,12813.0,136,3,1687.8,2,3,4,234,Needing Attention
305,12817.0,34,2,524.94,4,2,3,423,Needing Attention
306,12819.0,93,1,540.52,2,1,3,213,At Risk
307,12820.0,32,9,1788.76,4,5,4,454,Loyal Customers
308,12821.0,246,1,128.07999999999998,1,1,1,111,At Risk
309,12823.0,29,13,4742.0,4,5,5,455,Loyal Customers
310,12825.0,156,2,518.63,2,2,3,223,Needing Attention
311,12826.0,0,8,1501.49,5,5,4,554,Potential Loyalists
312,12829.0,185,1,92.30000000000001,1,1,1,111,At Risk
313,12831.0,98,2,236.06,2,2,1,221,At Risk
314,12835.0,53,49,6067.95,3,5,5,355,Potential Loyalists
315,12836.0,24,13,4011.91,4,5,5,455,Loyal Customers
316,12837.0,204,1,554.31,1,1,3,113,At Risk
317,12838.0,8,11,2737.8,5,5,5,555,Champions
318,12839.0,2,16,4616.41,5,5,5,555,Champions
319,12840.0,72,5,1330.8,2,4,4,244,Needing Attention
320,12841.0,4,18,3522.58,5,5,5,555,Champions
321,12842.0,39,2,799.0,3,2,3,323,Needing Attention
322,12843.0,17,25,5107.45,4,5,5,455,Loyal Customers
323,12844.0,77,2,322.64,2,2,2,222,Needing Attention
324,12846.0,317,1,15.58,1,1,1,111,At Risk
325,12847.0,22,1,765.36,4,1,3,413,At Risk
326,12848.0,310,1,208.0,1,1,1,111,At Risk
327,12849.0,16,4,2039.67,4,3,4,434,Potential Loyalists
328,12850.0,80,1,330.0,2,1,2,212,At Risk
329,12851.0,112,1,148.95,2,1,1,211,At Risk
330,12853.0,56,7,2054.0,3,4,4,344,Potential Loyalists
331,12854.0,196,6,1705.82,1,4,4,144,At Risk
332,12855.0,7,4,612.84,5,3,3,533,Potential Loyalists
333,12857.0,71,5,2585.35,2,4,5,245,Needing Attention
334,12858.0,18,2,204.10999999999999,4,2,1,421,At Risk
335,12859.0,93,1,575.1,2,1,3,213,At Risk
336,12860.0,328,1,55.47,1,1,1,111,At Risk
337,12861.0,254,1,68.25,1,1,1,111,At Risk
338,12862.0,60,2,1008.3199999999999,3,2,4,324,Needing Attention
339,12863.0,14,5,2271.35,5,4,5,545,Potential Loyalists
340,12864.0,143,1,152.45,2,1,1,211,At Risk
341,12865.0,13,2,1755.24,5,2,4,524,Needing Attention
342,12866.0,109,2,668.23,2,2,3,223,Needing Attention
343,12867.0,32,6,3876.47,4,4,5,445,Loyal Customers
344,12868.0,8,3,640.0,5,3,3,533,Potential Loyalists
345,12869.0,316,1,337.66999999999996,1,1,2,112,At Risk
346,12870.0,1,4,1691.8500000000001,5,3,4,534,Potential Loyalists
347,12871.0,74,1,363.38,2,1,2,212,At Risk
348,12872.0,0,12,3092.67,5,5,5,555,Champions
349,12873.0,32,2,1653.3,4,2,4,424,Needing Attention
350,12874.0,20,3,963.42,4,3,3,433,Potential Loyalists
351,12875.0,106,3,1013.76,2,3,4,234,Needing Attention
352,12876.0,29,3,1876.97,4,3,4,434,Potential Loyalists
353,12877.0,36,8,1419.4,3,5,4,354,Potential Loyalists
354,12880.0,16,2,640.13,4,2,3,423,Needing Attention
355,12887.0,18,1,222.4,4,1,1,411,At Risk
356,12889.0,16,6,405.26,4,4,2,442,Needing Attention
357,12890.0,22,1,336.8,4,1,2,412,At Risk
358,12891.0,93,9,530.5,2,5,3,253,Needing Attention
359,12892.0,31,1,263.38,4,1,2,412,At Risk
360,12894.0,210,1,157.35,1,1,1,111,At Risk
361,12896.0,365,1,29.75,1,1,1,111,At Risk
362,12897.0,16,2,297.75,4,2,2,422,Needing Attention
363,12898.0,98,2,310.96000000000004,2,2,2,222,Needing Attention
364,12899.0,48,1,366.4,3,1,2,312,At Risk
365,12900.0,57,1,340.33,3,1,2,312,At Risk
366,12903.0,63,1,833.53,3,1,3,313,At Risk
367,12905.0,211,3,1025.02,1,3,4,134,At Risk
368,12907.0,30,3,577.46,4,3,3,433,Potential Loyalists
369,12908.0,15,3,1026.0,4,3,4,434,Potential Loyalists
370,12909.0,57,5,943.1,3,4,3,343,Potential Loyalists
371,12910.0,14,6,2770.98,5,4,5,545,Potential Loyalists
372,12911.0,186,1,1680.47,1,1,4,114,At Risk
373,12913.0,3,9,4217.2300000000005,5,5,5,555,Champions
374,12914.0,35,1,223.98,3,1,1,311,At Risk
375,12915.0,7,7,901.0,5,4,3,543,Potential Loyalists
376,12916.0,77,3,1647.87,2,3,4,234,Needing Attention
377,12917.0,35,7,3794.9,3,4,5,345,Potential Loyalists
378,12918.0,261,3,32860.5,1,3,5,135,At Risk
379,12920.0,206,3,323.86,1,3,2,132,At Risk
380,12921.0,1,55,20418.19,5,5,5,555,Champions
381,12923.0,25,2,612.9,4,2,3,423,Needing Attention
382,12924.0,27,9,1578.2,4,5,4,454,Loyal Customers
383,12925.0,227,1,35.28,1,1,1,111,At Risk
384,12926.0,46,4,1548.46,3,3,4,334,Potential Loyalists
385,12927.0,29,1,197.31,4,1,1,411,At Risk
386,12928.0,13,7,2242.19,5,4,5,545,Potential Loyalists
387,12931.0,15,51,62745.9,4,5,5,455,Loyal Customers
388,12932.0,174,8,1698.56,2,5,4,254,Needing Attention
389,12933.0,15,7,1138.0,4,4,4,444,Loyal Customers
390,12934.0,371,1,181.65,1,1,1,111,At Risk
391,12935.0,9,11,2140.76,5,5,4,554,Potential Loyalists
392,12937.0,98,5,1593.34,2,4,4,244,Needing Attention
393,12939.0,14,12,13683.0,5,5,5,555,Champions
394,12941.0,359,1,377.49,1,1,2,112,At Risk
395,12942.0,0,1,258.75,5,1,2,512,At Risk
396,12943.0,28,3,500.25,4,3,2,432,Needing Attention
397,12945.0,291,1,437.16,1,1,2,112,At Risk
398,12946.0,71,1,324.45,2,1,2,212,At Risk
399,12947.0,8,1,304.04,5,1,2,512,At Risk
400,12948.0,365,2,252.48000000000002,1,2,2,122,At Risk
401,12949.0,17,18,11470.98,4,5,5,455,Loyal Customers
402,12951.0,9,12,2176.9500000000003,5,5,4,554,Potential Loyalists
403,12953.0,157,1,498.96000000000004,2,1,2,212,At Risk
404,12954.0,273,1,162.45,1,1,1,111,At Risk
405,12956.0,319,3,413.82,1,3,2,132,At Risk
406,12957.0,176,9,4729.4800000000005,2,5,5,255,Needing Attention
407,12958.0,35,2,539.49,3,2,3,323,Needing Attention
408,12959.0,119,2,168.54999999999998,2,2,1,221,At Risk
409,12960.0,48,4,1322.07,3,3,4,334,Potential Loyalists
410,12961.0,14,1,211.99,5,1,1,511,At Risk
411,12963.0,0,6,1818.16,5,4,4,544,Potential Loyalists
412,12964.0,72,1,132.24,2,1,1,211,At Risk
413,12967.0,6,2,2646.02,5,2,5,525,Needing Attention
414,12969.0,237,1,122.45,1,1,1,111,At Risk
415,12970.0,15,6,1072.73,4,4,4,444,Loyal Customers
416,12971.0,1,34,5013.280000000001,5,5,5,555,Champions
417,12972.0,48,6,1206.45,3,4,4,344,Potential Loyalists
418,12973.0,48,1,385.55,3,1,2,312,At Risk
419,12974.0,200,1,264.15,1,1,2,112,At Risk
420,12975.0,65,8,2206.19,3,5,5,355,Potential Loyalists
421,12976.0,13,7,2417.7799999999997,5,4,5,545,Potential Loyalists
422,12977.0,136,3,478.39,2,3,2,232,Needing Attention
423,12978.0,20,6,2509.57,4,4,5,445,Loyal Customers
424,12979.0,364,2,555.86,1,2,3,123,At Risk
425,12980.0,14,14,8924.43,5,5,5,555,Champions
426,12982.0,23,15,2523.62,4,5,5,455,Loyal Customers
427,12983.0,233,1,490.08000000000004,1,1,2,112,At Risk
428,12986.0,37,12,3468.09,3,5,5,355,Potential Loyalists
429,12987.0,55,3,753.51,3,3,3,333,Potential Loyalists
430,12989.0,59,20,7262.99,3,5,5,355,Potential Loyalists
431,12990.0,52,4,546.0,3,3,3,333,Potential Loyalists
432,12991.0,24,1,261.06,4,1,2,412,At Risk
433,12992.0,360,1,93.35000000000001,1,1,1,111,At Risk
434,12993.0,58,6,913.24,3,4,3,343,Potential Loyalists
435,12996.0,10,1,355.5,5,1,2,512,At Risk
436,12997.0,23,9,900.87,4,5,3,453,Potential Loyalists
437,12998.0,127,4,942.78,2,3,3,233,Needing Attention
438,13000.0,205,2,565.15,1,2,3,123,At Risk
439,13001.0,39,22,14368.43,3,5,5,355,Potential Loyalists
440,13002.0,51,2,293.18,3,2,2,322,Needing Attention
441,13004.0,21,24,6459.32,4,5,5,455,Loyal Customers
442,13005.0,62,3,505.88,3,3,2,332,Needing Attention
443,13007.0,214,1,175.25,1,1,1,111,At Risk
444,13008.0,32,5,400.51,4,4,2,442,Needing Attention
445,13009.0,307,1,234.0,1,1,1,111,At Risk
446,13010.0,9,2,330.12,5,2,2,522,Needing Attention
447,13011.0,7,1,50.550000000000004,5,1,1,511,At Risk
448,13012.0,64,4,1342.42,3,3,4,334,Potential Loyalists
449,13013.0,6,18,7814.83,5,5,5,555,Champions
450,13014.0,62,2,1974.2,3,2,4,324,Needing Attention
451,13015.0,63,9,3360.84,3,5,5,355,Potential Loyalists
452,13018.0,36,8,2500.86,3,5,5,355,Potential Loyalists
453,13019.0,14,8,1246.95,5,5,4,554,Potential Loyalists
454,13020.0,183,5,630.96,1,4,3,143,At Risk
455,13021.0,0,13,2339.7400000000002,5,5,5,555,Champions
456,13022.0,64,1,65.3,3,1,1,311,At Risk
